ID,Possession Status,Availability Starts From,Floor No,Commercial,Developer,Approved Authority Name,Units Available,Price
12295,Ready to Move,,2,N,,MCGM,0.0,11000000.0
12294,Ready to Move,,4,N,Lodha,MCGM,0.0,22500000.0
12293,Ready to Move,,4,N,Serenity Groups,MCGM,0.0,20000000.0
12292,Ready to Move,,Lower Basement,N,,MCGM,,16700000.0
12291,Under Construction,Dec '26,8,N,Roswalt Realty,MCGM,35.0,22000000.0
12290,Under Construction,Dec '23,23,N,Paradigm Realty,MCGM,,10900000.0
12289,Ready to Move,,4,N,Samarth Development Corporation,MCGM,0.0,28500000.0
12288,Ready to Move,,8,Y,,MCGM,0.0,135000000.0
12287,Ready to Move,,15,N,Windsor Realty,MHADA,5.0,120000000.0
12286,Under Construction,Dec '25,23,N,Paradigm Realty,ABADev,4.0,7800000.0
12285,Jun '26,Jun '26,,Y,Paradigm Realty,,,12300000.0
12284,Jun '26,Jun '26,,Y,Paradigm Realty,,,7100000.0
12283,Dec '28,,,Y,Roswalt Realty,,,15800000.0
12282,Nov '25,,,Y,Lashkaria Housing and Infrastructure Pvt Ltd,,,9420000.0
12281,Dec '28,,,Y,Roswalt Realty,,,10300000.0
12280,,,,N,,,,
12279,,,,N,,,,
12278,Ready to Move,,3,N,,,,1650000.0
12277,Under Construction,Dec '25,5,N,Roswalt Realty,MCGM,20.0,8500000.0
12276,Under Construction,Dec '28,21,Y,Roswalt Realty,MCGM,10.0,14000000.0
12275,Under Construction,Dec '26,23,Y,Paradigm Realty,,34.0,13300000.0
12274,Under Construction,Jun '26,8,Y,Roswalt Realty,MCGM,50.0,8550000.0
12273,Under Construction,Dec '26,8,Y,Roswalt Realty,MCGM,120.0,14200000.0
12272,Ready to Move,,Ground,N,Satellite Builders Pvt. Ltd.,,,9500000.0
12271,Ready to Move,,16,N,,,,18000000.0
12270,Ready to Move,,20,N,Vision Developers,,,12000000.0
12269,Ready to Move,,11,N,SMGK Group,,,13000000.0
12268,Ready to Move,Jan '21,6,N,,,,17000000.0
12267,Under Construction,,Ground,N,Ahuja Constructions,,,25000000.0
12266,Ready to Move,,7,N,Sagar Builders,,,12000000.0
12265,Ready to Move,,2,N,United Builders,,,11000000.0
12264,Ready to Move,,Ground,N,Cooperative Group Housing Society,,,12000000.0
12263,Under Construction,Dec '23,25,N,Paradigm Realty,,,8600000.0
12262,Ready to Move,,14,N,Sagar Builders,,,13500000.0
12261,Ready to Move,,3,N,Blossom Groups,,,13000000.0
12260,Ready to Move,Oct '22,14,N,Paradigm Realty,,,8500000.0
12259,Ready to Move,,3,N,Cooperative Group Housing Society,,,11000000.0
12258,Ready to Move,Dec '20,,Y,Lodha,,,12000000.0
12257,Ready to Move,,6,N,RK Builders,,,11000000.0
12256,Ready to Move,,Ground,N,Samarth Development Corporation,MHADA,0.0,46500000.0
12255,Ready to Move,,4,N,SMGK Group,,,12000000.0
12254,Ready to Move,,10,N,,,,11250000.0
12253,Ready to Move,,12,Y,Samartha Group,,,24500000.0
12252,Ready to Move,,23,Y,,,1.0,8000000.0
12251,Ready to Move,,6,Y,Indra Darshan Developer,MCGM,1.0,27000000.0
12250,Ready to Move,,12,Y,Lodha,ABAMNC,5.0,21800000.0
12249,Ready to Move,,9,Y,Indra Darshan Developer,MCGM,,27000000.0
12248,Under Construction,Dec '25,5,Y,Paradigm Realty,,,8100000.0
12247,Ready to Move,,35,N,,MCGM,0.0,97500000.0
12246,Ready to Move,,7,N,,MCGM,,13112000.0
12245,Under Construction,Dec '26,10,N,Paradigm Realty,MCGM,15.0,9000000.0
12244,Under Construction,Jun '23,16,N,K Raheja Corp,MCGM,7.0,75000000.0
12243,Ready to Move,,5,Y,Lodha,MCGM,,33990000.0
12242,Ready to Move,,8,N,Lalani Builders And Developers,,,19500000.0
12241,Ready to Move,,4,N,,,,10600000.0
12240,Ready to Move,,4,N,,,,17500000.0
12239,Ready to Move,,5,N,,,,9900000.0
12238,Ready to Move,,3,N,,MHADA,0.0,17800000.0
12237,Ready to Move,,2,N,,,,10000000.0
12236,Ready to Move,,13,N,,,,34000000.0
12235,Ready to Move,,1,N,Vijay Developers,ABARWA,1.0,10000000.0
12234,Ready to Move,,4,N,J K Bhai Construction,,,11000000.0
12233,Ready to Move,,3,N,,,,19500000.0
12232,Ready to Move,,1,N,,,,9500000.0
12231,Ready to Move,,3,N,,,,11200000.0
12230,Ready to Move,,1,N,Anand Developers,,,14500000.0
12229,Ready to Move,,14,N,Paradigm Realty,,,8500000.0
12228,Ready to Move,,10,N,Cooperative Group Housing Society,,,11000000.0
12227,Ready to Move,,Ground,N,,,,15000000.0
12226,Ready to Move,,10,N,Lodha,,,25900000.0
12225,Ready to Move,,8,N,,,,35000000.0
12224,Ready to Move,,5,N,,,,11500000.0
12223,Ready to Move,,4,N,,,,4000000.0
12222,Ready to Move,,11,N,,,,18000000.0
12221,Ready to Move,,4,N,,,,12000000.0
12220,Ready to Move,,10,N,Chandiwala Group,,,16500000.0
12219,Ready to Move,,7,N,,,,14000000.0
12218,Ready to Move,,6,N,United Builders,,,16000000.0
12217,Ready to Move,Jan '23,20,N,BBJ Worldwide,,,17000000.0
12216,Under Construction,Dec '26,40,N,,,1.0,9900000.0
12215,Ready to Move,,3,N,SMGK Group,,,15000000.0
12214,Ready to Move,,15,N,Lodha,,,11500000.0
12213,Ready to Move,,3,N,,,,8000000.0
12212,Ready to Move,,20,N,SMGK Group,,,47500000.0
12211,Ready to Move,,19,N,,,,16500000.0
12210,Under Construction,Dec '25,17,N,Paradigm Realty,MCGM,50.0,8100000.0
12209,Under Construction,Nov '24,11,N,Lashkaria Housing and Infrastructure Pvt Ltd,,,16000000.0
12208,Under Construction,Jan '26,Upper Basement,N,Roswalt Realty,,,9500000.0
12207,Ready to Move,,4,N,SMGK Group,,,12500000.0
12206,Ready to Move,,13,N,,,,6200000.0
12205,Ready to Move,,1,N,,,,33000000.0
12204,Under Construction,Mar '23,14,N,,,,23170000.0
12203,Ready to Move,,3,N,Lodha,,,26500000.0
12202,Ready to Move,,9,N,,,0.0,16500000.0
12201,Ready to Move,,2,Y,Cooperative Group Housing Society,MHADA,0.0,22000000.0
12200,Ready to Move,,3,N,SMGK Group,MMRDA,2.0,13500000.0
12199,Ready to Move,,1,N,,,,6850000.0
12198,Ready to Move,,6,N,,,,8600000.0
12197,Ready to Move,,4,N,,,,16900000.0
12196,Ready to Move,,8,N,SMGK Group,,,19000000.0
12195,Ready to Move,,19,N,,,,21000000.0
12194,Ready to Move,,2,N,Lodha,,,22000000.0
12193,Ready to Move,,9,N,Lodha,ABADev,1.0,23500000.0
12192,Ready to Move,,10,N,,MCGM,2.0,35000000.0
12191,Under Construction,Oct '26,15,Y,Paradigm Realty,,,8000000.0
12190,Under Construction,Dec '26,17,N,Paradigm Realty,MCGM,99.0,8300000.0
12189,Ready to Move,,Lower Basement,Y,The Wadhwa Group,,,42500000.0
12188,Ready to Move,,10,Y,Samartha Group,,,27500000.0
12187,Ready to Move,,7,Y,Indra Darshan Developer,MCGM,0.0,26100000.0
12186,Ready to Move,,5,Y,Indra Darshan Developer,MCGM,,40500000.0
12185,Ready to Move,,34,N,,,,98000000.0
12184,Ready to Move,,19,N,,,,45500000.0
12183,Ready to Move,,12,Y,Sunteck Realty Ltd.,MCGM,0.0,30000000.0
12182,Under Construction,Dec '26,21,Y,Roswalt Realty,MCGM,250.0,9410000.0
12181,Ready to Move,,16,Y,Samarth Development Corporation,ABAMNC,1.0,47500000.0
12180,Ready to Move,,14,N,Lodha,MCGM,2.0,52500000.0
12179,Ready to Move,,4,N,Indra Darshan Developer,MCGM,,39000000.0
12178,Ready to Move,,20,N,,ABAMNC,0.0,50000000.0
12177,Under Construction,Dec '28,28,N,Roswalt Realty,MMRDA,,9405000.0
12176,Ready to Move,,3,N,Indra Darshan Developer,MCGM,0.0,38000000.0
12175,Ready to Move,,23,N,,MCGM,0.0,31000000.0
12174,Under Construction,Dec '25,29,N,Paradigm Realty,MCGM,30.0,13300000.0
12173,Under Construction,Dec '23,29,N,,MMRDA,10.0,18900000.0
12172,Under Construction,Dec '26,18,N,Roswalt Realty,MCGM,150.0,15100000.0
12171,Ready to Move,Oct '22,32,N,,MCGM,5.0,42500000.0
12170,Ready to Move,,5,N,,,,21500000.0
12169,Ready to Move,,4,N,,MCGM,0.0,20000000.0
12168,Under Construction,Dec '25,10,Y,Paradigm Realty,MCGM,5.0,7900000.0
12167,Under Construction,Jun '23,19,N,,MCGM,4.0,45500000.0
12166,Under Construction,Dec '25,Upper Basement,N,Sunteck Realty Ltd.,MCGM,4.0,28000000.0
12165,Ready to Move,Jun '22,17,N,Romell Group,MCGM,1.0,17000000.0
12164,Ready to Move,,32,N,Sunteck Realty Ltd.,MCGM,0.0,28500000.0
12163,Ready to Move,,3,N,,,0.0,14000000.0
12162,Ready to Move,,12,N,Indra Darshan Developer,,4.0,29890000.0
12161,Ready to Move,,18,N,,,,49500000.0
12160,Ready to Move,,19,N,Samarth Development Corporation,MCGM,2.0,48000000.0
12159,Ready to Move,,12,N,Lodha,,,37000000.0
12158,Ready to Move,,4,N,,MCGM,0.0,11500000.0
12157,Ready to Move,,19,N,,MCGM,,47000000.0
12156,Ready to Move,,3,N,,,,7800000.0
12155,Under Construction,Jun '23,26,N,Ahuja Constructions,MCGM,0.0,26000000.0
12154,Under Construction,Dec '25,6,N,Paradigm Realty,MCGM,5.0,8100000.0
12153,Under Construction,Dec '25,10,N,Paradigm Realty,MCGM,5.0,11100000.0
12152,Ready to Move,,,Y,Indra Darshan Developer,ABAAut,3.0,39000000.0
12151,Under Construction,Mar '23,5,Y,Lodha,MCGM,8.0,32100000.0
12150,Under Construction,Dec '28,25,Y,Roswalt Realty,MCGM,20.0,16800000.0
12149,Under Construction,Jan '25,14,Y,Paradigm Realty,ABADev,,7700000.0
12148,Under Construction,Jan '25,24,Y,Paradigm Realty,ABADev,,10800000.0
12147,Under Construction,Dec '25,26,N,Paradigm Realty,ABADev,4.0,7900000.0
12146,Ready to Move,,10,N,,MCGM,1.0,33000000.0
12145,Ready to Move,,7,N,Chunawalas Constructions,MCGM,,14000000.0
12144,Ready to Move,Feb '23,15,N,,ABAMNC,6.0,8900000.0
12143,Ready to Move,,23,N,Lodha,MCGM,3.0,22560000.0
12142,Ready to Move,,14,N,,MCGM,0.0,18100000.0
12141,Ready to Move,Jan '23,12,N,Lodha,MCGM,2.0,33100000.0
12140,Ready to Move,,21,N,Lodha,,,27500000.0
12139,Ready to Move,,12,N,,MCGM,3.0,45000000.0
12138,Ready to Move,,11,N,,MCGM,0.0,25000000.0
12137,Ready to Move,,4,N,Indra Darshan Developer,MCGM,1.0,38000000.0
12136,Ready to Move,,Upper Basement,N,,MCGM,,9700000.0
12135,Under Construction,Dec '26,5,N,Roswalt Realty,MCGM,35.0,9900000.0
12134,Under Construction,Dec '26,7,N,Roswalt Realty,MCGM,35.0,15600000.0
12133,Ready to Move,,5,N,Serenity Groups,,0.0,20000000.0
12132,Under Construction,,18,N,SMGK Associates,,4.0,18500000.0
12131,Under Construction,Dec '23,19,N,,MCGM,,19000000.0
12130,Ready to Move,,,N,,,,50000000.0
12129,Ready to Move,,4,N,Indra Darshan Developer,MCGM,0.0,39000000.0
12128,Ready to Move,,15,N,Lodha,MCGM,0.0,51000000.0
12127,Under Construction,Dec '24,12,Y,Paradigm Realty,MCGM,5.0,14000000.0
12126,Ready to Move,,30,Y,,MCGM,4.0,47500000.0
12125,Ready to Move,,18,N,,MCGM,0.0,51500000.0
12124,Ready to Move,,12,N,Windsor Realty,MHADA,5.0,180000000.0
12123,Under Construction,Dec '25,22,N,Paradigm Realty,ABADev,4.0,13700000.0
12122,Jun '26,Jun '26,,Y,Paradigm Realty,,,11900000.0
12121,Jun '26,Jun '26,,Y,Paradigm Realty,,,6941000.0
12120,Dec '28,,,Y,Roswalt Realty,,,17100000.0
12119,Nov '25,,,Y,Lashkaria Housing and Infrastructure Pvt Ltd,,,9000000.0
12118,Dec '28,,,Y,Roswalt Realty,,,10500000.0
12117,Under Construction,Mar '26,21,N,Siddha Group,MCGM,10.0,20000000.0
12116,Under Construction,Jun '26,15,Y,Kalpataru Ltd.,ABAMNC,2.0,23800000.0
12115,Under Construction,Jun '26,13,Y,Kalpataru Ltd.,ABAMNC,2.0,28200000.0
12114,Ready to Move,,16,Y,Arkade Group,MCGM,1.0,18500000.0
12113,Under Construction,Dec '25,7,N,,MCGM,12.0,14500000.0
12112,Ready to Move,,25,Y,Oberoi Realty Ltd.,MCGM,2.0,90000000.0
12111,Under Construction,Dec '23,12,Y,Avant Group,MCGM,0.0,16100000.0
12110,Ready to Move,,,N,,MCGM,,31000000.0
12109,Under Construction,Dec '27,10,Y,Kalpataru Ltd.,ABAMNC,1.0,29500000.0
12108,Ready to Move,,5,N,Avant Group,MCGM,0.0,16000000.0
12107,Ready to Move,,16,Y,Oberoi Realty Ltd.,MCGM,0.0,85000000.0
12106,Under Construction,Oct '25,16,N,Kalpataru Ltd.,,,29000000.0
12105,Under Construction,Dec '26,12,N,Kalpataru Ltd.,MCGM,15.0,22400000.0
12104,Under Construction,Jun '25,13,N,Kalpataru Ltd.,MCGM,0.0,32800000.0
12103,Under Construction,Dec '25,15,N,Kalpataru Ltd.,MCGM,100.0,35401628.0
12102,Under Construction,Dec '26,7,N,Kalpataru Ltd.,MCGM,42.0,20796000.0
12101,Ready to Move,,19,N,Avant Group,MCGM,20.0,14469000.0
12100,Ready to Move,,2,Y,Oberoi Realty Ltd.,MCGM,10.0,35000000.0
12099,Ready to Move,Dec '22,9,N,,MCGM,0.0,17208000.0
12098,Ready to Move,,27,N,Oberoi Realty Ltd.,MMRDA,0.0,91500000.0
12097,Under Construction,Dec '26,9,Y,Kalpataru Ltd.,MCGM,3.0,22200000.0
12096,Under Construction,Dec '25,11,Y,Nexus Builders,ABADev,4.0,14200000.0
12095,Under Construction,Dec '26,17,N,Kalpataru Ltd.,ABADev,4.0,20800000.0
12094,Under Construction,Dec '26,12,Y,Kalpataru Ltd.,MCGM,20.0,23900000.0
12093,Dec '26,Dec '26,,Y,Kalpataru Ltd.,,,46000000.0
12092,Dec '26,Dec '26,,Y,Kalpataru Ltd.,,,21890000.0
12091,Mar '25,Mar '25,,Y,Avant Group,,,9405000.0
12090,Dec '28,Dec '28,,Y,JP Infra Realty Pvt Ltd,,,14000000.0
12089,Dec '28,Dec '28,,Y,JP Infra Realty Pvt Ltd,,,9500000.0
12088,Under Construction,Mar '26,10,N,Kalpataru Ltd.,MCGM,20.0,23000000.0
12087,Under Construction,Dec '26,12,Y,Kalpataru Ltd.,MCGM,20.0,23900000.0
12086,Dec '26,Dec '26,,Y,Kalpataru Ltd.,,,46000000.0
12085,Dec '26,Dec '26,,Y,Kalpataru Ltd.,,,21890000.0
12084,Mar '25,Mar '25,,Y,Avant Group,,,9405000.0
12083,Dec '28,Dec '28,,Y,JP Infra Realty Pvt Ltd,,,14000000.0
12082,Dec '28,Dec '28,,Y,JP Infra Realty Pvt Ltd,,,9500000.0
12081,Under Construction,Mar '26,10,N,Kalpataru Ltd.,MCGM,20.0,23000000.0
12080,Ready to Move,,1,Y,Satellite Builders Pvt. Ltd.,,,13500000.0
12079,Under Construction,Jan '25,11,Y,Kalpataru Ltd.,MCGM,,18500000.0
12078,Under Construction,Dec '26,17,N,Kalpataru Ltd.,MCGM,50.0,18500000.0
12077,Under Construction,Dec '26,12,Y,Kalpataru Ltd.,MCGM,10.0,19500000.0
12076,Ready to Move,,16,N,Avant Group,,,11000000.0
12075,Ready to Move,,4,N,,,,4500000.0
12074,Ready to Move,,4,N,Dipti Builder,,,13500000.0
12073,Ready to Move,,4,N,,,,5500000.0
12072,Ready to Move,Nov '17,9,N,BBJ Worldwide,,,6500000.0
12071,Ready to Move,,5,N,Atul Projects,,1.0,16100000.0
12070,Ready to Move,,23,Y,Oberoi Realty Ltd.,,,69000000.0
12069,Ready to Move,,6,Y,Oberoi Realty Ltd.,MCGM,5.0,35000000.0
12068,Under Construction,Dec '25,5,Y,JP Infra Realty Pvt Ltd,,,9500000.0
12067,Under Construction,Dec '26,17,Y,Kalpataru Ltd.,MCGM,7.0,33600000.0
12066,Ready to Move,Dec '22,1,Y,,ABAMNC,2.0,5117000.0
12065,Ready to Move,,11,N,Atul Projects,MCGM,10.0,17500000.0
12064,Under Construction,Dec '26,16,N,Kalpataru Ltd.,MCGM,7.0,33600000.0
12063,Under Construction,Dec '25,9,Y,JP Infra Realty Pvt Ltd,MCGM,5.0,14999000.0
12062,Ready to Move,,5,N,,,,12000000.0
12061,Ready to Move,,5,N,,,1.0,15300000.0
12060,Ready to Move,,2,N,,,,5500000.0
12059,Ready to Move,,4,N,,,,11500000.0
12058,Ready to Move,,,N,,,,3800000.0
12057,Ready to Move,,4,N,,,,8200000.0
12056,Ready to Move,,8,N,,,,24500000.0
12055,Ready to Move,,1,N,,,,7500000.0
12054,Ready to Move,,7,N,Satellite Builders Pvt. Ltd.,,,18500000.0
12053,Ready to Move,,1,N,,,,4000000.0
12052,Ready to Move,,,N,,,,3500000.0
12051,Ready to Move,,,N,Atul Projects,MCGM,0.0,23300000.0
12050,Ready to Move,,,N,Atul Projects,MCGM,0.0,23600000.0
12049,Ready to Move,,8,N,,,,30000000.0
12048,Ready to Move,,3,N,Cooperative Group Housing Society,MCGM,,7950000.0
12047,Ready to Move,,6,N,,,,13500000.0
12046,Ready to Move,,7,N,,,,8500000.0
12045,Under Construction,Dec '25,10,Y,Kalpataru Ltd.,MCGM,50.0,12500000.0
12044,Ready to Move,,7,N,,,,5100000.0
12043,Under Construction,,5,N,,,,15000000.0
12042,Ready to Move,,6,N,Divine Space,MCGM,0.0,25555555.0
12041,Under Construction,Dec '25,9,Y,JP Infra Realty Pvt Ltd,MCGM,25.0,14000000.0
12040,Under Construction,Dec '25,5,Y,JP Infra Realty Pvt Ltd,MCGM,50.0,9900000.0
12039,Under Construction,Dec '24,12,N,,MCGM,1.0,14200000.0
12038,Ready to Move,,2,N,,,,10500000.0
12037,Ready to Move,,15,N,Avant Group,MCGM,0.0,15000000.0
12036,Ready to Move,,2,N,,,,12500000.0
12035,Ready to Move,,6,N,,MCGM,1.0,15000000.0
12034,Ready to Move,,12,N,Oberoi Realty Ltd.,MCGM,2.0,37000000.0
12033,Under Construction,Jun '23,7,N,,,,36000000.0
12032,Ready to Move,,2,N,,,1.0,125000000.0
12031,Ready to Move,,1,N,Satellite Builders Pvt. Ltd.,ABAMNC,1.0,14600000.0
12030,Ready to Move,,21,N,Avant Group,,,12500000.0
12029,Ready to Move,,11,N,Divine Space,ABARWA,,37500000.0
12028,Ready to Move,,5,N,Metro Associates,ABARWA,1.0,14000000.0
12027,Ready to Move,,5,N,,,,10200000.0
12026,Ready to Move,,13,N,Oberoi Realty Ltd.,MCGM,0.0,70000000.0
12025,Under Construction,Nov '25,10,N,Kalpataru Ltd.,MCGM,1.0,20800000.0
12024,Ready to Move,,4,N,Divine Space,MCGM,,26000000.0
12023,Under Construction,Mar '28,9,Y,Kalpataru Ltd.,MCGM,2.0,17500000.0
12022,Under Construction,Dec '25,14,N,,MCGM,10.0,32004000.0
12021,Under Construction,Mar '28,8,Y,Kalpataru Ltd.,MCGM,2.0,28500000.0
12020,Under Construction,Dec '25,11,N,Avant Group,MHADA,7.0,9600000.0
12019,Under Construction,Dec '25,12,N,Avant Group,MHADA,8.0,13200000.0
12018,Under Construction,Dec '26,Upper Basement,Y,Kalpataru Ltd.,,,13500000.0
12017,Under Construction,Dec '26,Upper Basement,Y,Kalpataru Ltd.,MCGM,30.0,13000000.0
12016,Ready to Move,,13,N,Oberoi Realty Ltd.,MCGM,1.0,71000000.0
12015,Ready to Move,,6,Y,Atul Projects,,2.0,22000000.0
12014,Under Construction,Jul '25,9,Y,JP Infra Realty Pvt Ltd,ABAMNC,2.0,13300000.0
12013,Under Construction,Dec '25,15,N,Nexus Builders,MCGM,,14600000.0
12012,Under Construction,Dec '27,12,Y,JP Infra Realty Pvt Ltd,,,9500000.0
12011,Under Construction,Mar '25,10,N,Nexus Builders,MCGM,5.0,9900000.0
12010,Ready to Move,,6,Y,Dipti Group,MCGM,4.0,9400000.0
12009,Under Construction,Dec '24,10,N,Nexus Builders,MCGM,0.0,14000000.0
12008,Ready to Move,,Lower Basement,N,Oberoi Realty Ltd.,MCGM,0.0,56500000.0
12007,Under Construction,Dec '26,10,N,Kalpataru Ltd.,MCGM,10.0,19900000.0
12006,Under Construction,Dec '25,10,N,,MCGM,4.0,12500000.0
12005,Under Construction,Dec '25,3,N,Kalpataru Ltd.,MCGM,5.0,13000000.0
12004,Under Construction,Mar '25,18,N,Avant Group,MCGM,21.0,8750000.0
12003,Under Construction,Jun '27,9,N,,,,18000000.0
12002,Under Construction,Mar '25,15,N,Avant Group,MCGM,31.0,12400000.0
12001,Under Construction,Mar '23,23,N,Oberoi Realty Ltd.,MCGM,0.0,60000000.0
12000,Under Construction,Jan '26,4,Y,Kalpataru Ltd.,,,20000000.0
11999,Ready to Move,,6,N,Avant Group,MCGM,1.0,15500000.0
11998,Under Construction,Dec '25,2,N,Avant Group,ABADev,5.0,13261155.0
11997,Under Construction,Mar '26,17,N,Siddha Group,MCGM,10.0,16500000.0
11996,Ready to Move,,4,N,,,0.0,13000000.0
11995,Under Construction,Dec '26,12,N,Kalpataru Ltd.,MCGM,15.0,20800000.0
11994,Under Construction,Dec '24,11,N,Avant Group,MCGM,2.0,13000000.0
11993,Ready to Move,Dec '22,21,Y,Avant Group,MCGM,2.0,8700000.0
11992,Under Construction,Jun '26,11,Y,Kalpataru Ltd.,ABAMNC,2.0,19600000.0
11991,Ready to Move,,16,Y,Kalpataru Ltd.,ABAMNC,2.0,13900000.0
11990,Ready to Move,,9,Y,Arkade Group,MCGM,1.0,12500000.0
11989,Under Construction,Mar '23,3,Y,Atul Projects,MCGM,1.0,18500000.0
11988,Under Construction,Dec '25,8,N,,MCGM,35.0,14800000.0
11987,Ready to Move,,26,Y,Oberoi Realty Ltd.,MCGM,0.0,92500000.0
11986,Under Construction,Dec '24,6,N,Nexus Builders,MCGM,150.0,14600000.0
11985,Ready to Move,,29,Y,Oberoi Realty Ltd.,MCGM,0.0,90000000.0
11984,Under Construction,Dec '26,18,N,Kalpataru Ltd.,ABADev,4.0,21500000.0
11983,Ready to Move,,14,N,,MCGM,0.0,26000000.0
11982,Ready to Move,,1,N,,ABARWA,0.0,5800000.0
11981,Under Construction,Dec '24,11,N,Avant Group,MCGM,0.0,8150000.0
11980,Under Construction,Mar '23,28,N,Oberoi Realty Ltd.,MCGM,0.0,92500000.0
11979,Under Construction,Dec '23,28,N,Oberoi Realty Ltd.,MCGM,3.0,93900000.0
11978,Under Construction,Dec '25,12,N,,MCGM,3.0,11300000.0
11977,Ready to Move,Feb '23,16,N,Avant Group,MHADA,2.0,18400000.0
11976,Under Construction,Dec '26,12,Y,Kalpataru Ltd.,MCGM,20.0,12000000.0
11975,Under Construction,Dec '25,12,N,JP Infra Realty Pvt Ltd,MCGM,0.0,12900000.0
11974,Under Construction,Dec '25,12,N,JP Infra Realty Pvt Ltd,MCGM,0.0,9900000.0
11973,Under Construction,Dec '27,10,N,Kalpataru Ltd.,ABAMNC,1.0,31800000.0
11972,Ready to Move,,5,N,Avant Group,MCGM,0.0,10500000.0
11971,Under Construction,Dec '25,Upper Basement,N,Kalpataru Ltd.,MCGM,200.0,12200000.0
11970,Under Construction,Mar '28,Upper Basement,N,Kalpataru Ltd.,MCGM,200.0,19600000.0
11969,Ready to Move,,8,N,Oberoi Realty Ltd.,MCGM,0.0,37500000.0
11968,Under Construction,Oct '25,15,N,Kalpataru Ltd.,,,26500000.0
11967,Ready to Move,,7,N,,MCGM,0.0,31000000.0
11966,Ready to Move,,10,N,Atul Projects,MCGM,10.0,20000000.0
11965,Under Construction,Dec '25,8,N,Nexus Builders,MCGM,100.0,9954000.0
11964,Under Construction,Jun '25,10,Y,Kalpataru Ltd.,MCGM,5.0,18500000.0
11963,Under Construction,Dec '26,12,N,Kalpataru Ltd.,MCGM,15.0,19000000.0
11962,Under Construction,Dec '25,12,N,,MCGM,2.0,16800000.0
11961,Under Construction,Jun '27,12,N,Kalpataru Ltd.,MCGM,0.0,24600000.0
11960,Under Construction,Jul '23,29,N,Oberoi Realty Ltd.,ABAMNC,0.0,105300000.0
11959,Under Construction,Dec '25,17,N,Kalpataru Ltd.,MCGM,100.0,24600000.0
11958,Under Construction,Dec '26,7,N,Kalpataru Ltd.,MCGM,42.0,13000000.0
11957,Under Construction,Dec '26,7,N,Kalpataru Ltd.,MCGM,49.0,27900000.0
11956,Under Construction,Jun '25,Lower Basement,N,,MCGM,200.0,11100000.0
11955,Ready to Move,,8,N,Divine Space,MCGM,0.0,32500000.0
11954,Ready to Move,,8,N,Atul Projects,MCGM,2.0,17900000.0
11953,Ready to Move,,6,N,Satellite Builders Pvt. Ltd.,MCGM,2.0,20500000.0
11952,Ready to Move,,6,N,Avant Group,MCGM,0.0,14818000.0
11951,Ready to Move,,17,N,Atul Projects,MCGM,0.0,22500000.0
11950,Ready to Move,,28,N,Oberoi Realty Ltd.,MMRDA,0.0,100000000.0
11949,Under Construction,Dec '26,8,Y,Kalpataru Ltd.,MCGM,4.0,18905000.0
11948,Under Construction,Dec '25,13,Y,Nexus Builders,ABADev,4.0,10200000.0
11947,Under Construction,Dec '26,16,N,Kalpataru Ltd.,ABADev,4.0,12800000.0
11946,Under Construction,Dec '26,10,Y,Kalpataru Ltd.,MCGM,10.0,12000000.0
11945,Under Construction,Jun '27,29,Y,Oberoi Realty Ltd.,MCGM,10.0,60000000.0
11944,Dec '26,Dec '26,,Y,Kalpataru Ltd.,,,27500000.0
11943,Dec '26,Dec '26,,Y,Kalpataru Ltd.,,,22200000.0
11942,Mar '25,Mar '25,,Y,Avant Group,,,8550000.0
11941,Dec '28,Dec '28,,Y,JP Infra Realty Pvt Ltd,,,15400000.0
11940,Dec '28,Dec '28,,Y,JP Infra Realty Pvt Ltd,,,10400000.0
11939,Under Construction,Mar '26,10,N,Kalpataru Ltd.,MCGM,20.0,31000000.0
11938,Under Construction,Mar '26,5,N,Kalpataru Ltd.,MMRDA,7.0,18500000.0
11937,Ready to Move,,2,N,,ABAMNC,3.0,3400000.0
11936,Ready to Move,,5,N,,KDMC,2.0,4300000.0
11935,Ready to Move,,2,N,,ABAMNC,,5400000.0
11934,Ready to Move,,3,N,,KDMC,2.0,7519000.0
11933,Ready to Move,,7,N,,KDMC,,18000000.0
11932,Ready to Move,,15,N,,TMC,0.0,4700000.0
11931,Ready to Move,,10,N,Regency Group,KDMC,5.0,8320000.0
11930,Under Construction,Jun '23,24,N,,KDMC,25.0,6000000.0
11929,Ready to Move,,4,N,,ABAMNC,4.0,4200000.0
11928,Ready to Move,Oct '22,38,N,Marathon Realty Pvt. Ltd.,KDMC,10.0,6000000.0
11927,Ready to Move,,3,N,,,,4700000.0
